9|8,66,20,0,56,80,65,75,50,85,95,56,0,60,46,0
9|8,60,6,0,62,70,55,31,62,90,90,56,8,66,66,8
9|8,53,20,33,68,80,85,56,68,85,100,37,8,53,26,0
9|8,46,6,8,56,85,70,62,68,80,95,37,0,60,53,0
9|8,46,6,8,56,85,65,62,68,80,95,37,0,60,53,0
9|8,41,0,0,75,81,62,75,75,68,93,65,41,66,66,13
9|8,40,13,0,50,90,60,50,50,80,95,56,8,60,53,0
9|6,53,6,16,60,90,75,68,65,80,95,43,20,66,46,0
9|6,46,6,0,60,85,60,56,60,75,90,43,6,60,53,8
9|6,46,6,0,60,85,50,50,60,75,90,43,6,60,53,8
9|33,66,26,33,66,80,53,58,60,80,93,41,15,60,45,0
9|26,66,20,25,66,86,66,58,66,60,93,50,25,75,55,0
9|26,66,0,0,65,70,55,37,65,95,85,37,0,46,60,8
9|26,53,0,8,60,75,60,62,70,75,95,31,13,46,26,0
9|25,66,41,40,75,83,75,60,75,58,91,66,25,75,75,20
9|25,66,41,40,75,75,75,60,75,66,91,80,18,68,68,25
9|25,66,33,41,75,80,60,66,75,66,93,50,25,75,65,6
9|25,66,33,41,50,80,60,66,75,66,93,50,25,75,65,6
9|25,66,25,20,75,83,75,66,75,58,91,80,37,75,75,30
9|25,66,20,0,66,86,73,58,75,66,86,58,31,70,65,12
9|25,66,13,41,58,93,73,66,66,66,93,58,25,75,60,12
9|25,66,13,41,58,80,73,66,75,53,93,50,25,75,60,12
9|25,66,13,41,58,80,73,66,75,53,93,50,18,75,65,12
9|20,66,6,0,70,70,60,62,70,90,100,25,6,53,26,0
9|20,66,6,0,65,70,60,62,60,90,95,25,6,53,26,0
9|20,66,26,8,70,65,65,62,60,90,100,18,6,46,26,0
9|20,66,13,8,70,75,75,56,60,90,100,31,0,46,20,0
9|20,60,6,16,70,75,65,56,65,85,95,18,6,46,33,0
9|20,60,6,0,60,75,65,40,60,80,95,40,6,53,60,6
9|20,60,6,0,60,75,65,40,60,80,90,40,6,53,60,6
9|20,46,6,16,70,75,65,56,70,85,100,18,6,46,33,0
9|20,46,0,0,65,85,55,56,75,85,95,25,13,60,46,0
9|16,66,20,25,58,80,66,75,66,66,93,66,18,70,70,18
9|16,66,20,0,75,75,50,37,62,90,90,56,8,53,66,8
9|16,66,13,16,75,75,65,56,56,85,95,43,0,46,46,0
9|16,66,13,16,75,70,35,56,56,80,85,43,0,46,40,0
9|16,66,13,16,68,70,55,62,75,80,95,31,8,53,26,0
9|16,60,6,0,68,65,55,31,62,90,95,56,8,66,66,8
9|16,60,26,50,66,80,80,75,58,73,93,66,18,65,55,12
9|16,60,26,33,75,86,73,66,75,66,93,58,25,75,75,6
9|16,60,20,25,66,73,60,75,75,60,93,58,31,75,70,12
9|16,58,16,33,75,100,56,75,75,87,100,50,16,41,50,6
9|13,66,6,8,70,75,80,56,60,85,100,31,0,46,20,0
9|13,66,6,0,65,75,60,55,55,90,95,40,6,46,53,0
9|13,66,20,16,65,65,65,62,60,85,95,25,6,46,26,0
9|13,66,20,16,65,65,65,62,60,85,95,25,6,40,26,0
9|13,66,20,16,60,65,65,62,60,90,95,25,6,46,26,0
9|13,66,13,8,70,75,70,56,60,85,100,31,0,46,20,0
9|13,66,13,8,65,75,70,56,60,85,100,31,0,46,20,0
9|13,66,13,0,65,75,70,60,55,85,95,40,6,46,53,0
9|13,60,6,0,60,80,65,43,60,90,95,50,0,60,53,0
9|13,60,0,8,60,90,65,56,65,80,95,31,13,66,40,0
9|13,53,13,25,70,85,75,56,60,85,95,31,6,53,20,0
9|13,53,13,16,60,70,55,62,60,80,100,37,6,53,26,0
9|13,46,6,0,60,85,60,56,65,85,100,37,6,60,40,0
9|13,46,6,0,50,85,70,37,65,80,90,50,13,60,46,0
9|13,46,0,0,65,85,70,56,80,85,95,25,13,60,53,0
9|13,40,6,0,65,85,55,56,60,75,95,31,13,53,53,0
9|13,40,0,16,65,85,75,56,70,75,100,25,6,46,40,0
9|12,66,30,24,68,56,66,64,76,86,86,36,15,54,41,0
9|0,53,13,6,55,80,70,65,50,80,90,45,0,46,46,0
9|0,40,13,50,56,95,70,75,43,80,100,43,0,60,53,0
9|0,40,13,16,68,90,65,62,68,75,90,37,16,66,60,0
8|8,53,60,8,68,90,85,62,68,100,90,50,16,13,40,16
8|8,53,60,8,68,90,80,62,68,100,90,50,16,13,40,16
8|8,53,60,16,66,93,93,75,75,86,80,75,37,60,75,25
8|8,40,60,16,75,100,86,58,66,86,86,75,43,70,60,18
8|8,40,60,16,75,100,80,58,75,66,86,75,43,70,60,18
8|8,33,60,25,66,100,93,75,75,86,80,75,31,70,70,37
8|8,33,33,0,68,100,100,62,68,90,90,68,0,26,60,16
8|8,26,46,16,68,90,85,50,62,90,90,62,16,33,46,8
8|8,20,46,16,68,95,85,50,62,90,90,68,25,53,46,8
8|8,20,40,8,75,95,95,62,75,90,85,62,16,53,60,16
8|8,16,50,33,18,93,87,65,31,87,87,70,41,33,33,26
8|6,6,53,8,60,90,80,56,75,85,95,37,26,46,40,8
8|6,6,46,8,60,90,80,56,75,80,95,37,26,46,40,8
8|6,33,40,8,65,100,90,50,65,80,85,62,26,40,46,8
8|6,26,53,8,65,100,85,50,65,95,90,37,20,33,40,8
8|6,26,46,8,65,95,95,56,60,90,85,37,26,26,53,8
8|6,26,46,8,65,95,90,56,60,95,85,50,26,20,53,0
8|6,26,46,8,65,95,90,50,65,90,85,68,26,26,46,25
8|6,26,46,8,65,95,90,50,60,90,85,43,26,26,53,8
8|6,20,46,0,70,95,90,56,70,95,95,50,20,33,46,8
8|6,20,46,0,60,90,85,56,70,95,95,50,20,46,40,16
8|6,13,60,8,65,100,90,43,70,90,100,50,33,46,26,8
8|6,13,60,8,65,100,90,43,70,90,100,50,33,46,26,0
8|33,60,66,20,66,93,86,66,60,86,80,40,30,50,70,15
8|26,53,40,8,65,95,90,50,60,90,85,43,6,26,60,8
8|26,46,60,8,66,100,93,58,73,93,80,58,30,55,65,25
8|26,26,53,0,70,90,90,50,70,95,90,43,13,26,40,8
8|25,53,66,8,75,93,86,66,75,80,86,50,50,55,70,12
8|25,53,66,25,75,93,86,66,75,86,80,75,31,65,70,31
8|25,53,46,16,75,90,90,68,62,100,90,62,0,13,60,0
8|25,25,58,26,75,100,100,66,58,75,75,80,56,68,75,35
8|20,40,33,8,60,90,95,50,75,100,85,37,13,26,60,8
8|20,26,53,0,70,95,90,56,65,95,90,50,13,26,40,8
8|16,53,66,8,75,93,86,66,75,93,86,58,50,55,70,18
8|16,53,66,8,75,93,86,66,75,86,86,58,50,55,70,18
8|16,53,66,8,66,93,86,66,75,86,86,58,43,55,70,18
8|16,53,60,16,75,100,93,75,75,100,80,66,37,60,75,25
8|16,40,40,8,68,90,90,75,68,90,90,62,16,26,46,16
8|16,33,60,25,75,100,100,58,75,80,80,75,43,70,75,25
8|16,33,60,25,75,100,100,58,75,80,73,75,43,70,75,25
8|16,33,60,25,66,100,93,66,58,86,80,75,18,70,70,37
8|16,33,33,13,75,100,93,75,75,81,93,70,33,41,50,26
8|16,33,33,13,75,100,93,75,75,81,93,70,33,41,41,26
8|16,26,40,8,75,95,95,62,75,95,80,62,16,46,60,16
8|13,40,60,16,66,100,93,50,73,86,86,58,35,70,75,25
8|13,40,53,8,75,85,90,56,70,95,90,43,6,20,60,8
8|13,40,53,8,75,85,90,56,70,95,90,43,6,20,53,8
8|13,33,53,16,65,95,85,56,60,90,95,56,20,26,33,8
8|13,33,53,16,65,95,80,56,65,90,95,50,20,26,33,8
8|13,33,53,16,65,100,80,56,65,95,95,50,20,26,33,8
8|13,33,40,0,75,95,95,56,70,90,95,50,13,46,53,8
8|13,33,26,0,75,90,95,56,70,95,85,43,6,20,60,8
8|13,33,20,0,75,85,95,56,70,95,85,43,6,26,60,8
8|13,26,53,16,65,95,80,56,65,90,95,43,20,26,40,8
8|13,26,53,16,65,95,80,56,65,85,95,50,20,26,40,8
8|13,26,53,16,60,95,80,56,65,95,95,50,20,40,33,8
8|13,26,53,0,60,100,80,50,80,90,100,37,26,46,26,0
8|13,26,46,16,65,100,85,56,65,90,95,50,20,26,33,8
8|0,33,60,8,68,100,90,56,75,95,90,62,25,60,33,8
8|0,33,60,25,75,100,100,58,75,80,73,75,43,70,75,25
8|0,33,60,25,50,100,93,75,66,93,80,75,31,70,70,37
8|0,26,60,8,68,100,95,56,75,85,95,62,25,60,33,8
8|0,26,60,8,68,100,90,56,75,85,90,62,25,60,33,8
8|0,20,66,0,65,100,70,50,75,90,100,31,40,46,26,0
8|0,13,40,8,75,95,95,62,75,95,85,62,16,53,60,16
8|0,0,40,0,60,100,95,50,70,90,90,56,33,60,66,16
8|0,0,40,0,60,100,100,50,70,90,100,56,33,60,66,16
7|6,40,0,0,33,53,0,0,66,60,46,16,45,75,70,43
7|6,40,0,0,33,53,0,0,66,60,40,16,45,75,65,43
7|6,40,0,0,20,53,0,0,46,60,53,53,45,75,65,45
7|6,33,0,0,33,46,0,0,53,73,93,60,45,75,50,20
7|50,13,20,16,75,33,93,66,75,100,46,0,41,60,0,0
7|50,13,20,16,75,33,93,66,75,100,46,0,41,53,0,0
7|50,13,13,16,75,33,86,66,75,100,46,0,43,45,0,0
7|50,13,0,0,75,13,40,66,75,80,100,25,37,60,5,0
7|46,0,6,25,73,20,93,58,60,93,66,0,35,45,0,0
7|46,0,6,25,73,20,93,58,60,93,66,0,30,45,0,0
7|46,0,20,50,60,20,86,41,60,93,60,0,25,50,0,0
